Wall time,Step,Value
1701552445.5676997,13236,7.96913263911847e-06
1701552445.6647012,13240,4.475679361348739e-06
1701552446.0717006,13257,6.057498012523865e-06
1701552446.5656993,13275,4.991390142095042e-06
1701552447.0476995,13293,3.3707929105730727e-06
1701552447.4027078,13308,2.2086244371166686e-06
1701552447.6396987,13318,2.2861418074171524e-06
1701552447.7136989,13321,1.9172525753674563e-06
1701552447.999705,13333,2.2191259176906897e-06
1701552448.022701,13334,1.2433970368874725e-06
1701552448.126699,13338,1.8185467069997685e-06
1701552448.9287019,13366,1.9170402083545923e-06
1701552449.6156998,13392,2.1670834939868655e-06
1701552450.6206996,13425,1.4933036709408043e-06
1701552450.9897027,13440,2.699614697121433e-06
1701552451.8527038,13476,6.394478077709209e-06
1701552453.1087015,13529,3.0754029012314277e-06
1701552453.1997092,13533,3.5212087823310867e-06
1701552453.6766996,13553,5.144109763932647e-06
1701552454.813702,13602,7.90629655966768e-06
1701552455.477699,13631,6.664105512754759e-06
1701552456.4667,13673,2.0677254724432714e-05
1701552457.7026997,13724,1.435121703252662e-05
1701552458.0496988,13739,1.1969955266977195e-05
1701552458.2337,13747,2.53224752668757e-05
1701552458.3746998,13753,1.0605621355352923e-05
1701552459.5977,13803,4.147575964452699e-05
1701552459.6747003,13806,4.8373545723734424e-05
1701552459.7467,13809,3.940088936360553e-05
1701552460.0586987,13822,4.6469984226860106e-05
1701552460.7006989,13849,6.96684728609398e-05
1701552461.3827002,13874,0.00016802805475890636
1701552461.578707,13881,6.216928886715323e-05
1701552462.0897017,13903,8.959399565355852e-05
1701552462.8816986,13937,0.00016524225065950304
1701552463.7247,13972,0.00028563581872731447
1701552464.2556992,13995,0.0002031701587839052
1701552464.3276992,13998,0.00019059171609114856
1701552464.6277056,14011,0.00021042740263510495
1701552465.8607013,14064,0.0001419596519554034
1701552465.8867085,14065,0.00034720971598289907
1701552466.3547006,14084,0.0004084377142135054
1701552466.426699,14087,0.00020031955500598997
1701552466.648704,14096,0.00034197658533230424
1701552466.6716983,14097,0.00046679453225806355
1701552466.820699,14103,0.0002584178582765162
1701552467.2917008,14123,0.00025982357328757644
1701552467.3376987,14125,0.00020234441035427153
1701552469.2957091,14207,0.0003040281590074301
1701552469.4486995,14213,0.00028137079789303243
1701552471.1886995,14288,0.0001416430459357798
1701552472.6156993,14348,2.1989069864503108e-05
1701552472.7676995,14354,2.1884781745029613e-05
1701552473.3256993,14377,1.7342566934530623e-05
1701552474.2237122,14414,2.3356406018137932e-05
1701552474.2477005,14415,1.362667990179034e-05
1701552474.3877,14421,1.0758774806163274e-05
1701552474.610699,14430,1.2302852155698929e-05
1701552475.004708,14447,2.1717507479479536e-05
1701552475.2767076,14459,1.5992420230759308e-05
1701552475.4176989,14465,2.3149412299972028e-05
1701552475.880699,14485,1.357580731564667e-05
1701552476.799702,14524,6.748179202986648e-06
1701552477.969708,14574,1.3762328308075666e-06
1701552478.5326996,14598,2.629344862725702e-06
1701552479.1076987,14621,1.149687591350812e-06
1701552479.9657001,14657,1.1463924920462887e-06
1701552480.5496988,14681,1.985821654670872e-06
1701552480.6197038,14684,9.080935114980093e-07
1701552482.450699,14759,6.437766160161118e-07
1701552482.5926988,14765,1.0592311809887178e-06
1701552483.2896993,14795,8.146424761434901e-07
1701552483.5007002,14804,1.0606860314510413e-06
1701552483.5926998,14808,1.4003685464558657e-06
1701552483.7296999,14814,1.361460704174533e-06
1701552485.1377,14873,7.57321288347157e-07
1701552485.9276986,14906,9.463413448429492e-07
1701552485.9527018,14907,9.72835550783202e-07
1701552486.136699,14915,2.1193568500166293e-06
1701552486.2296996,14919,1.3005761729800724e-06
1701552486.6327007,14936,8.480536735078203e-07
1701552486.7747033,14942,9.737302661960712e-07
1701552486.8727086,14946,8.885709235073591e-07
1701552487.5257003,14973,1.1951032092838432e-06
1701552488.2107038,15000,1.2595586440511397e-06
1701552488.6617007,15019,1.0958922302961582e-06
1701552489.4397001,15051,1.0069946938529029e-06
1701552489.4666984,15052,1.0988001122314017e-06
1701552489.4916995,15053,9.58168584475061e-07
1701552490.0737007,15077,9.824859716900392e-07
1701552491.905699,15154,1.3437485222311807e-06
1701552493.4297023,15217,7.586792776237417e-07
1701552494.4446998,15259,1.048337139764044e-06
1701552494.546702,15263,2.9385171274043387e-06
1701552495.5896993,15307,6.829820904385997e-07
1701552496.0526993,15326,2.230129666713765e-06
1701552496.952699,15363,2.6912646262644557e-06
1701552497.7097082,15393,1.0582556342342286e-06
1701552497.9016998,15400,1.5298129483198863e-06
1701552498.170704,15410,1.3277765447128331e-06
1701552499.1797035,15451,1.6557245317017077e-06
1701552499.5776997,15468,1.1603893881328986e-06
1701552499.7136996,15474,1.8631602642926737e-06
1701552499.8777013,15481,4.486578745854786e-06
1701552501.0196996,15528,2.210044158346136e-06
1701552501.1446989,15533,2.21641744246881e-06
1701552501.517705,15549,2.242325535917189e-06
1701552501.6577024,15555,2.526167691030423e-06
1701552501.9146981,15565,7.844270157875144e-07
1701552502.3666995,15583,3.49459901372029e-06
1701552502.7776992,15600,1.5509583590755938e-06
1701552502.828701,15602,2.135116801582626e-06
1701552503.5977008,15634,1.4690870102640474e-06
1701552504.377781,15665,1.5383536720037227e-06
1701552505.4807787,15712,5.139620043337345e-06
1701552505.7628021,15724,2.8771787583536934e-06
1701552506.0237796,15735,3.667280225272407e-06
1701552507.5437806,15799,2.3592535853822483e-06
1701552508.2657793,15830,1.4260917851061095e-06
1701552509.1547801,15867,1.2203829101053998e-05
1701552509.7407792,15891,1.2968584996997379e-05
1701552509.9527793,15900,1.3490907804225571e-05
1701552510.089781,15906,1.2948305084137246e-05
1701552510.4467816,15921,4.192374490230577e-06
1701552511.17178,15952,1.726123628031928e-05
1701552511.2457833,15955,1.1000130143656861e-05
1701552511.6937802,15974,7.806649591657333e-06
1701552512.1527836,15993,5.211611551203532e-06
1701552514.7977798,16106,9.312107067671604e-06
1701552514.9857798,16114,1.224467996507883e-05
1701552515.1217794,16120,5.732028057536809e-06
1701552515.7137837,16144,8.024600901990198e-06
1701552515.7377944,16145,8.087247806543019e-06
1701552516.6467795,16183,9.85340193437878e-06
1701552517.29578,16210,7.282809747266583e-06
1701552517.57778,16222,9.317955118604004e-06
1701552518.0837803,16243,8.107923349598423e-06
1701552519.4927795,16302,4.238818746671313e-06
1701552519.8007824,16315,8.07267952041002e-06
1701552520.0427847,16325,6.558441782544833e-06
1701552520.1457813,16329,8.047720257309265e-06
1701552521.2507792,16376,1.1969867045991123e-05
1701552522.9377813,16448,8.540679118596017e-06
1701552523.4607797,16470,1.0088406270369887e-05
1701552523.5617836,16474,1.4347291653393768e-05
1701552523.6287873,16477,1.6410269381594844e-05
1701552523.8717852,16487,2.496045271982439e-05
1701552524.34378,16507,1.6304717064485885e-05
1701552524.9497793,16533,1.8299720977665856e-05
1701552525.8197796,16567,8.507826350978576e-06
1701552526.0407817,16576,1.0690208910091314e-05
1701552527.3597822,16632,3.3304029784630984e-05
1701552528.660783,16686,8.843025170790497e-06
1701552529.3057802,16712,1.3374436093727127e-05
1701552529.4247804,16717,1.5978515875758603e-05
1701552529.8977797,16737,1.7796677639125846e-05
1701552531.1577797,16788,6.2694948610442225e-06
1701552531.2587805,16792,1.4728463611390907e-05
1701552532.0687811,16824,1.8048302081297152e-05
1701552533.2737813,16873,1.8032540538115427e-05
1701552533.7467806,16893,1.724938010738697e-05
1701552534.5417836,16925,2.623590080474969e-05
1701552534.8007798,16935,3.3986543712671846e-05
1701552534.82378,16936,1.8039747374132276e-05
1701552535.408779,16961,6.882966317789396e-06
1701552535.62078,16970,5.8009327403851785e-06
1701552535.9667802,16984,7.528736205131281e-06
1701552536.9897797,17026,5.363292075344361e-06
1701552537.6477792,17051,4.429370164871216e-06
1701552539.5547802,17126,6.1565287978737615e-06
1701552541.2587793,17193,1.2462981430871878e-05
1701552542.0597804,17224,4.306950359023176e-06
1701552542.9957807,17258,1.6006471241780673e-06
1701552543.0247805,17259,2.338540980417747e-06
1701552543.6067796,17281,4.629177965398412e-06
1701552544.5077808,17319,2.8575873329828028e-06
1701552544.6267805,17324,5.089866590424208e-06
1701552544.7377806,17329,3.73629450223234e-06
1701552545.7047796,17366,3.392215603525983e-06
1701552545.8987806,17374,2.3118025183066493e-06
1701552546.2497792,17388,2.7853325264004525e-06
1701552546.5607793,17399,6.95834705766174e-06
1701552547.0527794,17417,4.425709903443931e-06
1701552547.098779,17419,3.3149210594274336e-06
1701552547.7007873,17442,4.950073616782902e-06
1701552547.7247796,17443,3.804838570431457e-06
1701552547.75078,17444,3.7014415283920243e-06
1701552547.8247807,17447,4.212152816762682e-06
1701552548.3377788,17466,6.647029749728972e-06
1701552549.2707803,17501,0.00011857168283313513
1701552549.7437801,17518,3.892226959578693e-05
1701552550.1207802,17531,3.3214470022358e-05
1701552550.1517808,17532,3.614330125856213e-05
1701552550.661779,17553,1.4392907360161189e-05
1701552550.8857815,17563,5.657339443132514e-06
1701552551.0757794,17571,5.21955143995001e-06
1701552551.3047838,17581,5.682886239810614e-06
1701552552.50678,17630,5.927372058067704e-06
1701552552.695782,17638,7.779791303619277e-06
1701552552.809782,17642,8.404576874454506e-06
1701552553.5317798,17670,9.064418918569572e-06
1701552553.8537846,17684,7.441726666002069e-06
1701552553.998781,17690,4.861419256485533e-06
1701552554.3297808,17704,1.2117862752347719e-05
1701552554.5527809,17713,1.720712134556379e-05
1701552554.7157829,17720,1.3233332538220566e-05
1701552554.7417803,17721,1.1069119864259847e-05
1701552554.8417792,17725,8.72518285177648e-06
1701552555.45878,17750,1.0344664588046726e-05
1701552555.6917808,17760,7.561870461358922e-06
1701552555.80379,17764,8.16167812445201e-06
1701552556.2247806,17780,8.640197847853415e-06
1701552556.623786,17794,2.2197167709236965e-05
1701552557.488779,17830,5.085399152449099e-06
1701552557.6707797,17838,1.1394889952498488e-05
1701552557.9417827,17849,1.1714138054230716e-05
1701552559.1537793,17898,8.509076906193513e-06
1701552559.176779,17899,7.185747108451324e-06
1701552559.3047795,17904,7.4327431320853066e-06
1701552559.9497826,17931,8.78302216733573e-06
1701552560.8767822,17969,1.5344157873187214e-05
1701552563.533782,18080,1.2371509001241066e-05
1701552563.751779,18089,1.761376734066289e-05
1701552564.1387806,18105,1.7795860912883654e-05
1701552564.21678,18108,1.582632467034273e-05
1701552564.4427793,18117,1.5710455045336857e-05
1701552565.1367793,18145,1.928258643602021e-05
1701552565.981784,18179,1.9982358935521916e-05
1701552566.004782,18180,1.3816979844705202e-05
1701552566.2197804,18189,1.8967648429679684e-05
1701552566.294779,18192,1.2113696357118897e-05
1701552567.2217798,18231,9.69132725003874e-06
1701552567.8317795,18256,2.0585235688486136e-05
1701552568.1857824,18271,1.5398793038912117e-05
1701552568.2407799,18273,1.4130547242530156e-05
1701552568.4457798,18281,2.121344550687354e-05
1701552568.8607795,18297,2.2111893485998735e-05
1701552569.3597806,18317,1.2308160876273178e-05
1701552569.9787817,18341,2.7409358153818175e-05
1701552570.515779,18363,2.6501320462557487e-05
1701552571.1817796,18391,1.72031759575475e-05
1701552571.468779,18403,2.608194154163357e-05
1701552572.4657834,18445,2.064519139821641e-05
1701552572.5377803,18448,2.7590765967033803e-05
1701552573.5527792,18489,2.5251321858377196e-05
1701552573.744782,18497,2.2428712327382527e-05
1701552575.7057793,18578,3.24385728163179e-05
1701552575.728779,18579,4.155620626988821e-05
1701552577.8177793,18666,2.369034154980909e-05
1701552578.0107796,18674,2.1719619326177053e-05
1701552579.0527837,18718,3.774184006033465e-05
1701552579.0777802,18719,3.446215850999579e-05
1701552580.297779,18770,2.9299604648258537e-05
1701552580.509779,18779,5.5304612033069134e-05
1701552581.7167954,18830,7.807878137100488e-05
1701552581.9497793,18840,7.048610859783366e-05
1701552582.1157796,18847,6.993913848418742e-05
1701552582.79878,18876,4.570551391225308e-05
1701552583.6617894,18913,7.335566624533385e-05
1701552584.0747826,18930,3.756247679120861e-05
1701552585.064779,18972,3.340969851706177e-05
1701552586.2057796,19020,3.699791705003008e-05
1701552587.20378,19060,2.8574857424246147e-05
1701552587.822782,19085,7.368063234025612e-05
1701552588.2997816,19104,4.424123471835628e-05
1701552588.418779,19109,3.47440000041388e-05
1701552588.5417824,19114,4.332411117502488e-05
1701552588.9727824,19132,2.783966192509979e-05
1701552589.0867817,19137,3.4334407246205956e-05
1701552589.2117796,19142,2.821096495608799e-05
1701552589.5037806,19154,4.865402661380358e-05
1701552590.0057802,19175,2.4126391508616507e-05
1701552591.1217792,19222,3.5537301300792024e-05
1701552591.6367793,19243,2.4722739908611402e-05
1701552592.5427792,19280,4.5653621782548726e-05
1701552592.93878,19296,4.907993570668623e-05
1701552593.7617793,19330,3.192121221218258e-05
1701552594.027783,19341,3.232369999750517e-05
1701552594.3297896,19354,2.8519662009784952e-05
1701552595.2087803,19391,3.7222649552859366e-05
1701552595.3757794,19398,2.388321445323527e-05
1701552595.4807873,19402,2.455490357533563e-05
1701552596.0857792,19427,5.687871453119442e-05
1701552596.706783,19453,2.3880673325038515e-05
1701552598.6187913,19534,3.953369741793722e-05
1701552598.6962419,19537,3.4695418435148895e-05
1701552598.819241,19542,2.859048436221201e-05
1701552600.0912397,19592,3.652222585515119e-05
1701552600.6372452,19612,3.241743252146989e-05
1701552601.0092404,19627,4.870774137089029e-05
1701552601.082239,19630,5.0258036935701966e-05
1701552601.1352458,19632,4.429938053363003e-05
1701552601.6332395,19652,5.765230889664963e-05
1701552601.7742393,19658,6.630821735598147e-05
1701552602.3282413,19681,2.3811502614989877e-05
1701552602.972239,19706,1.2407333997543901e-05
1701552603.0252402,19708,1.3211023542680778e-05
1701552603.3582406,19721,1.55443194671534e-05
1701552604.3822415,19761,1.0674357326934114e-05
1701552604.5622394,19767,1.6929077901295386e-05
1701552604.9189587,19781,1.448969851480797e-05
1701552605.185507,19792,1.012031589198159e-05
1701552605.4005144,19801,1.4037295841262676e-05
1701552605.5045037,19805,1.0839021342690103e-05
1701552606.5045035,19847,9.472621968598105e-06
1701552606.6685033,19854,8.71699012350291e-06
1701552606.7625039,19858,1.3408645827439614e-05
1701552606.8785036,19863,1.326499113929458e-05
1701552606.901503,19864,1.1436825843702536e-05
1701552607.8865044,19904,7.888887921581045e-06
1701552608.4575043,19923,9.66566312854411e-06
1701552609.1385062,19950,1.3515294085664209e-05
1701552609.682503,19973,5.433121714304434e-06
1701552611.296508,20043,1.057102326740278e-05
1701552611.530508,20053,6.5951790020335466e-06
1701552611.8075042,20065,9.058004252437968e-06
1701552612.192512,20082,5.418145065050339e-06
1701552612.5675068,20098,6.098814537836006e-06
1701552612.757505,20106,1.2375445294310339e-05
1701552612.973504,20115,8.060719665081706e-06
1701552613.1335042,20122,5.4923066272749566e-06
1701552614.1075034,20162,7.045578058750834e-06
1701552614.414512,20175,1.1114378139609471e-05
1701552614.5355027,20180,1.2680611689575016e-05
1701552614.6785028,20186,9.933478395396378e-06
1701552614.7495027,20189,1.3388553270488046e-05
1701552616.534505,20265,4.326180714997463e-06
1701552616.559503,20266,7.462105713784695e-06
1701552616.6055036,20268,6.763057172065601e-06
1701552617.6435032,20310,1.4646066119894385e-05
1701552617.7205048,20313,1.5330611859099008e-05
1701552618.4545028,20344,5.428683653008193e-05
1701552619.0045052,20366,1.4790868590353057e-05
1701552619.1265042,20371,1.1670728781609796e-05
1701552619.1985033,20374,9.139064786722884e-06
1701552619.3285084,20379,7.772155186103191e-06
1701552620.309514,20420,1.2944135960424319e-05
1701552620.680503,20435,6.1275504776858725e-06
1701552621.0355027,20450,2.253299498988781e-05
1701552621.248504,20459,1.4111496057012118e-05
1701552621.2955108,20461,1.3904126717534382e-05
1701552621.7365046,20480,1.9627965230029076e-05
1701552622.2115033,20500,1.7356069292873144e-05
1701552622.4555075,20510,1.2024436728097498e-05
1701552622.7935035,20524,2.362763916607946e-05
1701552622.8215058,20525,1.5839290426811203e-05
1701552623.772509,20565,2.8114112865296192e-05
1701552623.8195086,20567,2.4373939595534466e-05
1701552624.337504,20589,1.9646802684292197e-05
1701552624.9085038,20612,1.602958764124196e-05
1701552625.870506,20653,1.3024528016103432e-05
1701552626.1645045,20666,1.3028557987126987e-05
1701552626.1865044,20667,2.3863763999543153e-05
1701552626.435503,20677,1.624681317480281e-05
1701552626.6545105,20686,1.6051480997703038e-05
1701552626.6775088,20687,2.9194830858614296e-05
1701552626.7235105,20689,1.763309774105437e-05
1701552626.8455026,20694,1.944579344126396e-05
1701552627.1075037,20705,1.4509778338833712e-05
1701552627.9135149,20739,2.6611418434185907e-05
1701552628.8325026,20778,2.9980521503603086e-05
1701552629.7325022,20815,3.3482268918305635e-05
1701552629.754023,20816,2.597159800643567e-05
1701552629.7770243,20817,1.537962816655636e-05
1701552630.1733124,20833,2.005276473937556e-05
1701552630.2786226,20837,3.4396864066366106e-05
1701552631.1906238,20874,2.6745559807750396e-05
1701552632.001621,20905,6.764101271983236e-06
1701552632.030622,20906,1.1742264177883044e-05
1701552632.115623,20909,1.5177114619291387e-05
1701552632.1416223,20910,1.187419820780633e-05
1701552633.013621,20944,3.678330131151597e-06
1701552633.1356235,20949,6.428824690374313e-06
1701552633.3546305,20958,9.120083632296883e-06
1701552633.4716206,20963,5.776417310698889e-06
1701552633.9146204,20982,2.7609899007075e-06
1701552634.6966205,21015,4.020345841126982e-06
1701552635.2856224,21039,4.0916552279668394e-06
1701552635.310621,21040,4.292163339414401e-06
1701552636.1616206,21076,3.995141014456749e-06
1701552637.074621,21114,2.7312635211274028e-06
1701552638.0376208,21154,2.5991469101427356e-06
1701552638.1746335,21160,3.073062771363766e-06
1701552638.2216203,21162,3.1184417821350507e-06
1701552638.2476213,21163,3.689006462082034e-06
1701552638.672623,21181,2.793640078380122e-06
1701552638.9866214,21194,3.475677431197255e-06
1701552639.2036214,21203,2.3942684492794797e-06
1701552639.3146214,21207,2.6762934339785716e-06
1701552640.8686209,21271,2.7970870632998412e-06
1701552642.449623,21332,4.985867690265877e-06
1701552642.5426214,21336,5.371900897443993e-06
1701552643.0806212,21359,3.978175300289877e-06
1701552643.4796257,21375,6.4363084675278515e-06
1701552643.9576252,21395,5.880235221411567e-06
1701552645.1696243,21443,6.5680833358783275e-06
1701552645.264622,21446,5.177310413273517e-06
1701552645.3816206,21451,4.158640422247117e-06
1701552646.451621,21496,3.8069354104663944e-06
